service_id,date,exception_type
2.67.71.3154.2902,20210128,1
2.67.71.3154.2902,20210129,1
2.67.71.3154.2902,20210201,1
2.67.71.3154.2902,20210202,1
2.67.71.3154.2902,20210203,1
2.67.71.3154.2902,20210204,1
2.67.71.3154.2902,20210205,1
2.67.71.3154.2902,20210208,1
2.67.71.3154.2902,20210209,1
2.67.71.3154.2902,20210210,1
2.67.71.3154.2902,20210211,1
2.67.71.3154.2902,20210212,1
2.67.71.3236.2902,20200622,1
2.67.71.3236.2902,20200623,1
2.67.71.3236.2902,20200625,1
2.68.103.3076.2903,20200619,1
2.68.103.3076.2903,20200626,1
2.68.103.3076.2903,20200629,1
2.68.103.3076.2903,20200630,1
2.68.103.3076.2903,20200701,1
2.68.103.3076.2903,20200702,1
2.68.103.3076.2903,20200703,1
2.68.103.3076.2903,20200706,1
2.68.103.3076.2903,20200707,1
2.68.103.3076.2903,20200708,1
2.68.103.3076.2903,20200709,1
2.68.103.3076.2903,20200710,1
2.68.103.3076.2903,20200713,1
2.68.103.3076.2903,20200714,1
2.68.103.3076.2903,20200715,1
2.68.103.3076.2903,20200716,1
2.68.103.3076.2903,20200717,1
2.68.103.3076.2903,20200720,1
2.68.103.3076.2903,20200721,1
2.68.103.3076.2903,20200722,1
2.68.103.3076.2903,20200723,1
2.68.103.3076.2903,20200724,1
2.68.103.3076.2903,20200727,1
2.68.103.3076.2903,20200728,1
2.68.103.3076.2903,20200729,1
2.68.103.3076.2903,20200730,1
2.68.103.3076.2903,20200731,1
2.68.103.3076.2903,20200803,1
2.68.103.3076.2903,20200804,1
2.68.103.3076.2903,20200805,1
2.68.103.3076.2903,20200806,1
2.68.103.3076.2903,20200807,1
2.68.103.3076.2903,20200810,1
2.68.103.3076.2903,20200811,1
2.68.103.3076.2903,20200812,1
2.68.103.3076.2903,20200813,1
2.68.103.3076.2903,20200814,1
2.68.103.3076.2903,20200817,1
2.68.103.3076.2903,20200818,1
2.68.103.3076.2903,20200819,1
2.68.103.3076.2903,20200820,1
2.68.103.3076.2903,20200821,1
2.68.103.3076.2903,20200824,1
2.68.103.3076.2903,20200825,1
2.68.103.3076.2903,20200826,1
2.68.103.3076.2903,20200827,1
2.68.103.3076.2903,20200828,1
2.68.103.3076.2903,20200831,1
2.68.103.3076.2903,20200901,1
2.68.103.3076.2903,20200902,1
2.68.103.3076.2903,20200903,1
2.68.103.3076.2903,20200904,1
2.68.103.3076.2903,20200907,1
2.68.103.3076.2903,20200908,1
2.68.103.3076.2903,20200909,1
2.68.103.3076.2903,20200910,1
2.68.103.3076.2903,20200914,1
2.68.103.3076.2903,20200915,1
2.68.103.3076.2903,20200916,1
2.68.103.3076.2903,20200917,1
2.68.103.3076.2903,20200918,1
2.68.103.3076.2903,20200921,1
2.68.103.3076.2903,20200922,1
2.68.103.3076.2903,20200923,1
2.68.103.3076.2903,20200925,1
2.68.103.3076.2903,20200928,1
2.68.103.3076.2903,20200929,1
2.68.103.3076.2903,20200930,1
2.68.103.3076.2903,20201001,1
2.68.103.3076.2903,20201002,1
2.68.103.3076.2903,20201005,1
2.68.103.3076.2903,20201006,1
2.68.103.3076.2903,20201007,1
2.68.103.3076.2903,20201008,1
2.68.103.3076.2903,20201009,1
2.68.103.3076.2903,20201013,1
2.68.103.3076.2903,20201014,1
2.68.103.3076.2903,20201015,1
2.68.103.3076.2903,20201016,1
2.68.103.3076.2903,20201019,1
2.68.103.3076.2903,20201020,1
2.68.103.3076.2903,20201021,1
2.68.103.3076.2903,20201022,1
2.68.103.3076.2903,20201023,1
2.68.103.3076.2903,20201026,1
2.68.103.3076.2903,20201027,1
2.68.103.3076.2903,20201028,1
2.68.103.3076.2903,20201029,1
2.68.103.3076.2903,20201030,1
2.68.103.3076.2903,20201102,1
2.68.103.3076.2903,20201103,1
2.68.103.3076.2903,20201104,1
2.68.103.3076.2903,20201105,1
2.68.103.3076.2903,20201106,1
2.68.103.3076.2903,20201109,1
2.68.103.3076.2903,20201110,1
2.68.103.3076.2903,20201111,1
2.68.103.3076.2903,20201112,1
2.68.103.3076.2903,20201113,1
2.68.103.3076.2903,20201116,1
2.68.103.3076.2903,20201117,1
2.68.103.3076.2903,20201118,1
2.68.103.3076.2903,20201119,1
2.68.103.3076.2903,20201120,1
2.68.103.3076.2903,20201123,1
2.68.103.3076.2903,20201124,1
2.68.103.3076.2903,20201125,1
2.68.103.3076.2903,20201126,1
2.68.103.3076.2903,20201127,1
2.68.103.3076.2903,20201130,1
2.68.103.3076.2903,20201201,1
2.68.103.3076.2903,20201202,1
2.68.103.3076.2903,20201203,1
2.68.103.3076.2903,20201204,1
2.68.103.3076.2903,20201207,1
2.68.103.3076.2903,20201209,1
2.68.103.3076.2903,20201210,1
2.68.103.3076.2903,20201211,1
2.68.103.3076.2903,20201214,1
2.68.103.3076.2903,20201215,1
2.68.103.3076.2903,20201216,1
2.68.103.3076.2903,20201217,1
2.68.103.3076.2903,20201218,1
2.68.103.3076.2903,20201221,1
2.68.103.3076.2903,20201222,1
2.68.103.3076.2903,20201223,1
2.68.103.3076.2903,20201224,1
2.68.103.3076.2903,20201228,1
2.68.103.3076.2903,20201229,1
2.68.103.3076.2903,20201230,1
2.68.103.3076.2903,20201231,1
2.68.103.3076.2903,20210101,1
2.68.103.3076.2903,20210104,1
2.68.103.3076.2903,20210105,1
2.68.103.3076.2903,20210106,1
2.68.103.3076.2903,20210107,1
2.68.103.3076.2903,20210108,1
2.68.103.3076.2903,20210111,1
2.68.103.3076.2903,20210112,1
2.68.103.3076.2903,20210113,1
2.68.103.3076.2903,20210114,1
2.68.103.3076.2903,20210115,1
2.68.103.3076.2903,20210118,1
2.68.103.3076.2903,20210119,1
2.68.103.3076.2903,20210120,1
2.68.103.3076.2903,20210121,1
2.68.103.3076.2903,20210122,1
2.68.103.3076.2903,20210125,1
2.68.103.3076.2903,20210126,1
2.68.103.3076.2903,20210127,1
2.68.103.3076.2903,20210128,1
2.68.103.3076.2903,20210129,1
2.68.103.3076.2903,20210201,1
2.68.103.3076.2903,20210202,1
2.68.103.3076.2903,20210203,1
2.68.103.3076.2903,20210204,1
2.68.103.3076.2903,20210205,1
2.68.103.3076.2903,20210208,1
2.68.103.3076.2903,20210209,1
2.68.103.3076.2903,20210210,1
2.68.103.3076.2903,20210211,1
2.68.103.3076.2903,20210212,1
2.68.103.3237.2903,20200622,1
2.68.103.3237.2903,20200623,1
2.68.103.3237.2903,20200625,1
2.68.115.3083.2903,20200621,1
2.68.115.3083.2903,20200624,1
2.68.115.3083.2903,20200628,1
2.68.115.3083.2903,20200705,1
2.68.115.3083.2903,20200712,1
2.68.115.3083.2903,20200719,1
2.68.115.3083.2903,20200726,1
2.68.115.3083.2903,20200802,1
2.68.115.3083.2903,20200809,1
2.68.115.3083.2903,20200815,1
2.68.115.3083.2903,20200816,1
2.68.115.3083.2903,20200823,1
2.68.115.3083.2903,20200830,1
2.68.115.3083.2903,20200906,1
2.68.115.3083.2903,20200911,1
2.68.115.3083.2903,20200913,1
2.68.115.3083.2903,20200920,1
2.68.115.3083.2903,20200924,1
2.68.115.3083.2903,20200927,1
2.68.115.3083.2903,20201004,1
2.68.115.3083.2903,20201011,1
2.68.115.3083.2903,20201012,1
2.68.115.3083.2903,20201018,1
2.68.115.3083.2903,20201025,1
2.68.115.3083.2903,20201101,1
2.68.115.3083.2903,20201108,1
2.68.115.3083.2903,20201115,1
2.68.115.3083.2903,20201122,1
2.68.115.3083.2903,20201129,1
2.68.115.3083.2903,20201206,1
2.68.115.3083.2903,20201208,1
2.68.115.3083.2903,20201213,1
2.68.115.3083.2903,20201220,1
2.68.115.3083.2903,20201225,1
2.68.115.3083.2903,20201226,1
2.68.115.3083.2903,20201227,1
2.68.115.3083.2903,20210103,1
2.68.115.3083.2903,20210110,1
2.68.115.3083.2903,20210117,1
2.68.115.3083.2903,20210124,1
2.68.115.3083.2903,20210131,1
2.68.115.3083.2903,20210207,1
2.68.115.3099.2903,20200620,1
2.68.115.3099.2903,20200627,1
2.68.115.3099.2903,20200704,1
2.68.115.3099.2903,20200711,1
2.68.115.3099.2903,20200718,1
2.68.115.3099.2903,20200725,1
2.68.115.3099.2903,20200801,1
2.68.115.3099.2903,20200808,1
2.68.115.3099.2903,20200822,1
2.68.115.3099.2903,20200829,1
2.68.115.3099.2903,20200905,1
2.68.115.3099.2903,20200912,1
2.68.115.3099.2903,20200919,1
2.68.115.3099.2903,20200926,1
2.68.115.3099.2903,20201003,1
2.68.115.3099.2903,20201010,1
2.68.115.3099.2903,20201017,1
2.68.115.3099.2903,20201024,1
2.68.115.3099.2903,20201031,1
2.68.115.3099.2903,20201107,1
2.68.115.3099.2903,20201114,1
2.68.115.3099.2903,20201121,1
2.68.115.3099.2903,20201128,1
2.68.115.3099.2903,20201205,1
2.68.115.3099.2903,20201212,1
2.68.115.3099.2903,20201219,1
2.68.115.3099.2903,20210102,1
2.68.115.3099.2903,20210109,1
2.68.115.3099.2903,20210116,1
2.68.115.3099.2903,20210123,1
2.68.115.3099.2903,20210130,1
2.68.115.3099.2903,20210206,1
2.68.115.3099.2903,20210213,1
2.70.30.1664.2882,20200620,1
2.70.30.1664.2882,20200627,1
2.70.30.1664.2882,20200704,1
2.70.30.1664.2882,20200711,1
2.70.30.1664.2882,20200718,1
2.70.30.1664.2882,20200725,1
2.70.30.1664.2882,20200801,1
2.70.30.1664.2882,20200808,1
2.70.30.1664.2882,20200822,1
2.70.30.1664.2882,20200829,1
2.70.30.1664.2882,20200905,1
2.70.30.1664.2882,20200912,1
2.70.30.1664.2882,20200919,1
2.70.30.1664.2882,20200926,1
2.70.30.1664.2882,20201003,1
2.70.30.1664.2882,20201010,1
2.70.30.1664.2882,20201017,1
2.70.30.1664.2882,20201024,1
2.70.30.1664.2882,20201031,1
2.70.30.1664.2882,20201107,1
2.70.30.1664.2882,20201114,1
2.70.30.1664.2882,20201121,1
2.70.30.1664.2882,20201128,1
2.70.30.1664.2882,20201205,1
2.70.30.1664.2882,20201212,1
2.70.30.1664.2882,20201219,1
2.70.30.1664.2882,20210102,1
2.70.30.1664.2882,20210109,1
2.70.30.1664.2882,20210116,1
2.70.30.1664.2882,20210123,1
2.70.30.1664.2882,20210130,1
2.70.30.1664.2882,20210206,1
2.70.30.1664.2882,20210213,1
2.70.30.3140.2882,20200619,1
2.70.30.3140.2882,20200622,1
2.70.30.3140.2882,20200623,1
2.70.30.3140.2882,20200625,1
2.70.30.3140.2882,20200626,1
2.70.30.3140.2882,20200629,1
2.70.30.3140.2882,20200630,1
2.70.30.3140.2882,20200701,1
2.70.30.3140.2882,20200702,1
2.70.30.3140.2882,20200703,1
2.70.30.3140.2882,20200706,1
2.70.30.3140.2882,20200707,1
2.70.30.3140.2882,20200708,1
2.70.30.3140.2882,20200709,1
2.70.30.3140.2882,20200710,1
2.70.30.3140.2882,20200713,1
2.70.30.3140.2882,20200714,1
2.70.30.3140.2882,20200715,1
2.70.30.3140.2882,20200716,1
2.70.30.3140.2882,20200717,1
2.70.30.3140.2882,20200720,1
2.70.30.3140.2882,20200721,1
2.70.30.3140.2882,20200722,1
2.70.30.3140.2882,20200723,1
2.70.30.3140.2882,20200724,1
2.70.30.3140.2882,20200727,1
2.70.30.3140.2882,20200728,1
2.70.30.3140.2882,20200729,1
2.70.30.3140.2882,20200730,1
2.70.30.3140.2882,20200731,1
2.70.30.3140.2882,20200803,1
2.70.30.3140.2882,20200804,1
2.70.30.3140.2882,20200805,1
2.70.30.3140.2882,20200806,1
2.70.30.3140.2882,20200807,1
2.70.30.3140.2882,20200810,1
2.70.30.3140.2882,20200811,1
2.70.30.3140.2882,20200812,1
2.70.30.3140.2882,20200813,1
2.70.30.3140.2882,20200814,1
2.70.30.3140.2882,20200817,1
2.70.30.3140.2882,20200818,1
2.70.30.3140.2882,20200819,1
2.70.30.3140.2882,20200820,1
2.70.30.3140.2882,20200821,1
2.70.30.3140.2882,20200824,1
2.70.30.3140.2882,20200825,1
2.70.30.3140.2882,20200826,1
2.70.30.3140.2882,20200827,1
2.70.30.3140.2882,20200828,1
2.70.30.3140.2882,20200831,1
2.70.30.3140.2882,20200901,1
2.70.30.3140.2882,20200902,1
2.70.30.3140.2882,20200903,1
2.70.30.3140.2882,20200904,1
2.70.30.3140.2882,20200907,1
2.70.30.3140.2882,20200908,1
2.70.30.3140.2882,20200909,1
2.70.30.3140.2882,20200910,1
2.70.30.3140.2882,20200914,1
2.70.30.3140.2882,20200915,1
2.70.30.3140.2882,20200916,1
2.70.30.3140.2882,20200917,1
2.70.30.3140.2882,20200918,1
2.70.30.3140.2882,20200921,1
2.70.30.3140.2882,20200922,1
2.70.30.3140.2882,20200923,1
2.70.30.3140.2882,20200925,1
2.70.30.3140.2882,20200928,1
2.70.30.3140.2882,20200929,1
2.70.30.3140.2882,20200930,1
2.70.30.3140.2882,20201001,1
2.70.30.3140.2882,20201002,1
2.70.30.3140.2882,20201005,1
2.70.30.3140.2882,20201006,1
2.70.30.3140.2882,20201007,1
2.70.30.3140.2882,20201008,1
2.70.30.3140.2882,20201009,1
2.70.30.3140.2882,20201013,1
2.70.30.3140.2882,20201014,1
2.70.30.3140.2882,20201015,1
2.70.30.3140.2882,20201016,1
2.70.30.3140.2882,20201019,1
2.70.30.3140.2882,20201020,1
2.70.30.3140.2882,20201021,1
2.70.30.3140.2882,20201022,1
2.70.30.3140.2882,20201023,1
2.70.30.3140.2882,20201026,1
2.70.30.3140.2882,20201027,1
2.70.30.3140.2882,20201028,1
2.70.30.3140.2882,20201029,1
2.70.30.3140.2882,20201030,1
2.70.30.3140.2882,20201102,1
2.70.30.3140.2882,20201103,1
2.70.30.3140.2882,20201104,1
2.70.30.3140.2882,20201105,1
2.70.30.3140.2882,20201106,1
2.70.30.3140.2882,20201109,1
2.70.30.3140.2882,20201110,1
2.70.30.3140.2882,20201111,1
2.70.30.3140.2882,20201112,1
2.70.30.3140.2882,20201113,1
2.70.30.3140.2882,20201116,1
2.70.30.3140.2882,20201117,1
2.70.30.3140.2882,20201118,1
2.70.30.3140.2882,20201119,1
2.70.30.3140.2882,20201120,1
2.70.30.3140.2882,20201123,1
2.70.30.3140.2882,20201124,1
2.70.30.3140.2882,20201125,1
2.70.30.3140.2882,20201126,1
2.70.30.3140.2882,20201127,1
2.70.30.3140.2882,20201130,1
2.70.30.3140.2882,20201201,1
2.70.30.3140.2882,20201202,1
2.70.30.3140.2882,20201203,1
2.70.30.3140.2882,20201204,1
2.70.30.3140.2882,20201207,1
2.70.30.3140.2882,20201209,1
2.70.30.3140.2882,20201210,1
2.70.30.3140.2882,20201211,1
2.70.30.3140.2882,20201214,1
2.70.30.3140.2882,20201215,1
2.70.30.3140.2882,20201216,1
2.70.30.3140.2882,20201217,1
2.70.30.3140.2882,20201218,1
2.70.30.3140.2882,20201221,1
2.70.30.3140.2882,20201222,1
2.70.30.3140.2882,20201223,1
2.70.30.3140.2882,20201224,1
2.70.30.3140.2882,20201228,1
2.70.30.3140.2882,20201229,1
2.70.30.3140.2882,20201230,1
2.70.30.3140.2882,20201231,1
2.70.30.3140.2882,20210101,1
2.70.30.3140.2882,20210104,1
2.70.30.3140.2882,20210105,1
2.70.30.3140.2882,20210106,1
2.70.30.3140.2882,20210107,1
2.70.30.3140.2882,20210108,1
2.70.30.3140.2882,20210111,1
2.70.30.3140.2882,20210112,1
2.70.30.3140.2882,20210113,1
2.70.30.3140.2882,20210114,1
2.70.30.3140.2882,20210115,1
2.70.30.3140.2882,20210118,1
2.70.30.3140.2882,20210119,1
2.70.30.3140.2882,20210120,1
2.70.30.3140.2882,20210121,1
2.70.30.3140.2882,20210122,1
2.70.30.3140.2882,20210125,1
2.70.30.3140.2882,20210126,1
2.70.30.3140.2882,20210127,1
2.70.30.3140.2882,20210128,1
2.70.30.3140.2882,20210129,1
2.70.30.3140.2882,20210201,1
2.70.30.3140.2882,20210202,1
2.70.30.3140.2882,20210203,1
2.70.30.3140.2882,20210204,1
2.70.30.3140.2882,20210205,1
2.70.30.3140.2882,20210208,1
2.70.30.3140.2882,20210209,1
2.70.30.3140.2882,20210210,1
2.70.30.3140.2882,20210211,1
2.70.30.3140.2882,20210212,1
2.75.82.3155.2868,20200619,1
2.75.82.3155.2868,20200626,1
2.75.82.3155.2868,20200629,1
2.75.82.3155.2868,20200630,1
2.75.82.3155.2868,20200701,1
2.75.82.3155.2868,20200702,1
2.75.82.3155.2868,20200703,1
2.75.82.3155.2868,20200706,1
2.75.82.3155.2868,20200707,1
2.75.82.3155.2868,20200708,1
2.75.82.3155.2868,20200709,1
2.75.82.3155.2868,20200710,1
2.75.82.3155.2868,20200713,1
2.75.82.3155.2868,20200714,1
2.75.82.3155.2868,20200715,1
2.75.82.3155.2868,20200716,1
2.75.82.3155.2868,20200717,1
2.75.82.3155.2868,20200720,1
2.75.82.3155.2868,20200721,1
2.75.82.3155.2868,20200722,1
2.75.82.3155.2868,20200723,1
2.75.82.3155.2868,20200724,1
2.75.82.3155.2868,20200727,1
2.75.82.3155.2868,20200728,1
2.75.82.3155.2868,20200729,1
2.75.82.3155.2868,20200730,1
2.75.82.3155.2868,20200731,1
2.75.82.3155.2868,20200803,1
2.75.82.3155.2868,20200804,1
2.75.82.3155.2868,20200805,1
2.75.82.3155.2868,20200806,1
2.75.82.3155.2868,20200807,1
2.75.82.3155.2868,20200810,1
2.75.82.3155.2868,20200811,1
2.75.82.3155.2868,20200812,1
2.75.82.3155.2868,20200813,1
2.75.82.3155.2868,20200814,1
2.75.82.3155.2868,20200817,1
2.75.82.3155.2868,20200818,1
2.75.82.3155.2868,20200819,1
2.75.82.3155.2868,20200820,1
2.75.82.3155.2868,20200821,1
2.75.82.3155.2868,20200824,1
2.75.82.3155.2868,20200825,1
2.75.82.3155.2868,20200826,1
2.75.82.3155.2868,20200827,1
2.75.82.3155.2868,20200828,1
2.75.82.3155.2868,20200831,1
2.75.82.3155.2868,20200901,1
2.75.82.3155.2868,20200902,1
2.75.82.3155.2868,20200903,1
2.75.82.3155.2868,20200904,1
2.75.82.3155.2868,20200907,1
2.75.82.3155.2868,20200908,1
2.75.82.3155.2868,20200909,1
2.75.82.3155.2868,20200910,1
2.75.82.3155.2868,20200914,1
2.75.82.3155.2868,20200915,1
2.75.82.3155.2868,20200916,1
2.75.82.3155.2868,20200917,1
2.75.82.3155.2868,20200918,1
2.75.82.3155.2868,20200921,1
2.75.82.3155.2868,20200922,1
2.75.82.3155.2868,20200923,1
2.75.82.3155.2868,20200925,1
2.75.82.3155.2868,20200928,1
2.75.82.3155.2868,20200929,1
2.75.82.3155.2868,20200930,1
2.75.82.3155.2868,20201001,1
2.75.82.3155.2868,20201002,1
2.75.82.3155.2868,20201005,1
2.75.82.3155.2868,20201006,1
2.75.82.3155.2868,20201007,1
2.75.82.3155.2868,20201008,1
2.75.82.3155.2868,20201009,1
2.75.82.3155.2868,20201013,1
2.75.82.3155.2868,20201014,1
2.75.82.3155.2868,20201015,1
2.75.82.3155.2868,20201016,1
2.75.82.3155.2868,20201019,1
2.75.82.3155.2868,20201020,1
2.75.82.3155.2868,20201021,1
2.75.82.3155.2868,20201022,1
2.75.82.3155.2868,20201023,1
2.75.82.3155.2868,20201026,1
2.75.82.3155.2868,20201027,1
2.75.82.3155.2868,20201028,1
2.75.82.3155.2868,20201029,1
2.75.82.3155.2868,20201030,1
2.75.82.3155.2868,20201102,1
2.75.82.3155.2868,20201103,1
2.75.82.3155.2868,20201104,1
2.75.82.3155.2868,20201105,1
2.75.82.3155.2868,20201106,1
2.75.82.3155.2868,20201109,1
2.75.82.3155.2868,20201110,1
2.75.82.3155.2868,20201111,1
2.75.82.3155.2868,20201112,1
2.75.82.3155.2868,20201113,1
2.75.82.3155.2868,20201116,1
2.75.82.3155.2868,20201117,1
2.75.82.3155.2868,20201118,1
2.75.82.3155.2868,20201119,1
2.75.82.3155.2868,20201120,1
2.75.82.3155.2868,20201123,1
2.75.82.3155.2868,20201124,1
2.75.82.3155.2868,20201125,1
2.75.82.3155.2868,20201126,1
2.75.82.3155.2868,20201127,1
2.75.82.3155.2868,20201130,1
2.75.82.3155.2868,20201201,1
2.75.82.3155.2868,20201202,1
2.75.82.3155.2868,20201203,1
2.75.82.3155.2868,20201204,1
2.75.82.3155.2868,20201207,1
2.75.82.3155.2868,20201209,1
2.75.82.3155.2868,20201210,1
2.75.82.3155.2868,20201211,1
2.75.82.3155.2868,20201214,1
2.75.82.3155.2868,20201215,1
2.75.82.3155.2868,20201216,1
2.75.82.3155.2868,20201217,1
2.75.82.3155.2868,20201218,1
2.75.82.3155.2868,20201221,1
2.75.82.3155.2868,20201222,1
2.75.82.3155.2868,20201223,1
2.75.82.3155.2868,20201224,1
2.75.82.3155.2868,20201228,1
2.75.82.3155.2868,20201229,1
2.75.82.3155.2868,20201230,1
2.75.82.3155.2868,20201231,1
2.75.82.3155.2868,20210101,1
2.75.82.3155.2868,20210104,1
2.75.82.3155.2868,20210105,1
2.75.82.3155.2868,20210106,1
2.75.82.3155.2868,20210107,1
2.75.82.3155.2868,20210108,1
2.75.82.3155.2868,20210111,1
2.75.82.3155.2868,20210112,1
2.75.82.3155.2868,20210113,1
2.75.82.3155.2868,20210114,1
2.75.82.3155.2868,20210115,1
2.75.82.3155.2868,20210118,1
2.75.82.3155.2868,20210119,1
2.75.82.3155.2868,20210120,1
2.75.82.3155.2868,20210121,1
2.75.82.3155.2868,20210122,1
2.75.82.3155.2868,20210125,1
2.75.82.3155.2868,20210126,1
2.75.82.3155.2868,20210127,1
2.75.82.3155.2868,20210128,1
2.75.82.3155.2868,20210129,1
2.75.82.3155.2868,20210201,1
2.75.82.3155.2868,20210202,1
2.75.82.3155.2868,20210203,1
2.75.82.3155.2868,20210204,1
2.75.82.3155.2868,20210205,1
2.75.82.3155.2868,20210208,1
2.75.82.3155.2868,20210209,1
2.75.82.3155.2868,20210210,1
2.75.82.3155.2868,20210211,1
2.75.82.3155.2868,20210212,1
2.75.82.3238.2868,20200622,1
2.75.82.3238.2868,20200623,1
2.75.82.3238.2868,20200625,1
2.76.97.2720.2869,20200622,1
2.76.97.2720.2869,20200623,1
2.76.97.2720.2869,20200625,1
2.76.97.2720.2869,20200626,1
2.76.97.2720.2869,20200629,1
2.76.97.2720.2869,20200630,1
2.76.97.2720.2869,20200701,1
2.76.97.2720.2869,20200702,1
2.76.97.2720.2869,20200703,1
2.76.97.2720.2869,20200706,1
2.76.97.2720.2869,20200707,1
2.76.97.2720.2869,20200708,1
2.76.97.2720.2869,20200709,1
2.76.97.2720.2869,20200710,1
2.76.97.2720.2869,20200713,1
2.76.97.2720.2869,20200714,1
2.76.97.2720.2869,20200715,1
2.76.97.2720.2869,20200716,1
2.76.97.2720.2869,20200717,1
2.76.97.2720.2869,20200720,1
2.76.97.2720.2869,20200721,1
2.76.97.2720.2869,20200722,1
2.76.97.2720.2869,20200723,1
2.76.97.2720.2869,20200724,1
2.76.97.2720.2869,20200727,1
2.76.97.2720.2869,20200728,1
2.76.97.2720.2869,20200729,1
2.76.97.2720.2869,20200730,1
2.76.97.2720.2869,20200731,1
2.76.97.2720.2869,20200803,1
2.76.97.2720.2869,20200804,1
2.76.97.2720.2869,20200805,1
2.76.97.2720.2869,20200806,1
2.76.97.2720.2869,20200807,1
2.76.97.2720.2869,20200810,1
2.76.97.2720.2869,20200811,1
2.76.97.2720.2869,20200812,1
2.76.97.2720.2869,20200813,1
2.76.97.2720.2869,20200814,1
2.76.97.2720.2869,20200817,1
2.76.97.2720.2869,20200818,1
2.76.97.2720.2869,20200819,1
2.76.97.2720.2869,20200820,1
2.76.97.2720.2869,20200821,1
2.76.97.2720.2869,20200824,1
2.76.97.2720.2869,20200825,1
2.76.97.2720.2869,20200826,1
2.76.97.2720.2869,20200827,1
2.76.97.2720.2869,20200828,1
2.76.97.2720.2869,20200831,1
2.76.97.2720.2869,20200901,1
2.76.97.2720.2869,20200902,1
2.76.97.2720.2869,20200903,1
2.76.97.2720.2869,20200904,1
2.76.97.2720.2869,20200907,1
2.76.97.2720.2869,20200908,1
2.76.97.2720.2869,20200909,1
2.76.97.2720.2869,20200910,1
2.76.97.2720.2869,20200914,1
2.76.97.2720.2869,20200915,1
2.76.97.2720.2869,20200916,1
2.76.97.2720.2869,20200917,1
2.76.97.2720.2869,20200918,1
2.76.97.2720.2869,20200921,1
2.76.97.2720.2869,20200922,1
2.76.97.2720.2869,20200923,1
2.76.97.2720.2869,20200925,1
2.76.97.2720.2869,20200928,1
2.76.97.2720.2869,20200929,1
2.76.97.2720.2869,20200930,1
2.76.97.2720.2869,20201001,1
2.76.97.2720.2869,20201002,1
2.76.97.2720.2869,20201005,1
2.76.97.2720.2869,20201006,1
2.76.97.2720.2869,20201007,1
2.76.97.2720.2869,20201008,1
2.76.97.2720.2869,20201009,1
2.76.97.2720.2869,20201013,1
2.76.97.2720.2869,20201014,1
2.76.97.2720.2869,20201015,1
2.76.97.2720.2869,20201016,1
2.76.97.2720.2869,20201019,1
2.76.97.2720.2869,20201020,1
2.76.97.2720.2869,20201021,1
2.76.97.2720.2869,20201022,1
2.76.97.2720.2869,20201023,1
2.76.97.2720.2869,20201026,1
2.76.97.2720.2869,20201027,1
2.76.97.2720.2869,20201028,1
2.76.97.2720.2869,20201029,1
2.76.97.2720.2869,20201030,1
2.76.97.2720.2869,20201102,1
2.76.97.2720.2869,20201103,1
2.76.97.2720.2869,20201104,1
2.76.97.2720.2869,20201105,1
2.76.97.2720.2869,20201106,1
2.76.97.2720.2869,20201109,1
2.76.97.2720.2869,20201110,1
2.76.97.2720.2869,20201111,1
2.76.97.2720.2869,20201112,1
2.76.97.2720.2869,20201113,1
2.76.97.2720.2869,20201116,1
2.76.97.2720.2869,20201117,1
2.76.97.2720.2869,20201118,1
2.76.97.2720.2869,20201119,1
2.76.97.2720.2869,20201120,1
2.76.97.2720.2869,20201123,1
2.76.97.2720.2869,20201124,1
2.76.97.2720.2869,20201125,1
2.76.97.2720.2869,20201126,1
2.76.97.2720.2869,20201127,1
2.76.97.2720.2869,20201130,1
2.76.97.2720.2869,20201201,1
2.76.97.2720.2869,20201202,1
2.76.97.2720.2869,20201203,1
2.76.97.2720.2869,20201204,1
2.76.97.2720.2869,20201207,1
2.76.97.2720.2869,20201209,1
2.76.97.2720.2869,20201210,1
2.76.97.2720.2869,20201211,1
2.76.97.2720.2869,20201214,1
2.76.97.2720.2869,20201215,1
2.76.97.2720.2869,20201216,1
2.76.97.2720.2869,20201217,1
2.76.97.2720.2869,20201218,1
2.76.97.2720.2869,20201221,1
2.76.97.2720.2869,20201222,1
2.76.97.2720.2869,20201223,1
2.76.97.2720.2869,20201224,1
2.76.97.2720.2869,20201228,1
2.76.97.2720.2869,20201229,1
2.76.97.2720.2869,20201230,1
2.76.97.2720.2869,20201231,1
2.76.97.2720.2869,20210101,1
2.76.97.2720.2869,20210104,1
2.76.97.2720.2869,20210105,1
2.76.97.2720.2869,20210106,1
2.76.97.2720.2869,20210107,1
2.76.97.2720.2869,20210108,1
2.76.97.2720.2869,20210111,1
2.76.97.2720.2869,20210112,1
2.76.97.2720.2869,20210113,1
2.76.97.2720.2869,20210114,1
2.76.97.2720.2869,20210115,1
2.76.97.2720.2869,20210118,1
2.76.97.2720.2869,20210119,1
2.76.97.2720.2869,20210120,1
2.76.97.2720.2869,20210121,1
2.76.97.2720.2869,20210122,1
2.76.97.2720.2869,20210125,1
2.76.97.2720.2869,20210126,1
2.76.97.2720.2869,20210127,1
2.76.97.2720.2869,20210128,1
2.76.97.2720.2869,20210129,1
2.76.97.2720.2869,20210201,1
2.76.97.2720.2869,20210202,1
2.76.97.2720.2869,20210203,1
2.76.97.2720.2869,20210204,1
2.76.97.2720.2869,20210205,1
